NO36	7271	2864
NO21	9406	2874
NO70	9242	8475
NO54	8711	6240
NO46	4280	3734
NO73	1293	6412
NO04	8325	5259
NO19	7436	1214
NO83	4985	1264
NO22	2300	6169
NO22	9564	6082
NO28	1175	2122
NO94	3075	3625
NO13	1679	7462
NO71	0594	7941
NO39	6552	8378
NO11	3322	7597
NO58	1166	3371
NO61	2033	5392
NO89	6541	0470
NO27	7370	0553
NO42	0457	5937
NO04	9239	2965
NO75	0351	5172
NO73	6100	7913
NO14	1185	9878
NO64	0883	0845
NO08	7008	8453
NO94	5216	2017
NO29	7929	9841
NO00	3363	4899
NO20	7167	2051
NO39	0743	2581
NO06	8595	6027
NO37	3075	0483
NO03	6186	1007
NO64	3029	4973
NO36	1583	7619
NO21	7227	6202
NO18	0027	4531
NO92	3041	3001
NO59	7238	3381
NO68	2990	4671
NO22	5126	7209
NO40	2593	0747
NO93	4733	8672
NO17	5923	2551
NO76	5463	4254
NO54	3190	1339
NO69	2524	1018
NO55	0634	8253
NO76	1633	3583
NO54	3400	6187
NO11	1397	8761
NO43	7189	4119
NO47	9945	6726
NO21	6871	7795
NO17	0313	3560
NO82	5368	5101
NO43	5178	8073
NO22	2934	2368
NO71	1998	5755
NO76	0455	5372
NO53	1786	0583
NO06	8589	9454
NO50	9445	1815
NO84	8659	7105
NO03	2675	4472
NO32	0179	6974
NO83	0832	9979
NO87	2680	2889
NO44	0404	1337
NO61	7854	9977
NO59	8392	5276
NO00	3502	6365
NO38	7182	3609
NO70	2111	3674
NO47	6052	8041
NO71	5842	2226
NO27	3427	7482
NO28	2581	9154
NO38	4605	3267
NO06	0872	4390
NO20	1744	3103
NO50	4038	0125
NO71	3974	0591
NO73	2792	4030
NO18	6436	3110
NO78	6141	6811
NO81	4752	6995
NO25	1722	0660
NO98	5602	8171
NO22	3915	7778
NO49	8131	9522
NO63	2087	9941
NO09	6457	4002
NO09	7765	6231
NO59	2497	2476
NO19	2757	2080
NO58	5964	5750
NO58	5535	4164
NO85	1548	9710
NO80	1015	6499
NO72	4340	3099
NO46	9611	1563
NO02	7487	8843
NO24	8999	4279
NO88	5497	2996
NO46	9530	8289
NO04	4689	8349
NO29	1370	1604
NO31	6712	3722
NO48	8197	4511
NO18	7037	8659
NO68	5526	1878
NO93	4326	9330
NO42	5279	8602
NO35	5175	6959
NO26	7882	2470
NO58	1132	1777
NO17	8417	8779
NO71	5201	5076
NO49	2450	4589
NO54	4468	4695
NO44	6842	8226
NO83	7667	7697
NO44	9534	1770
NO65	4007	5406
NO37	6091	7851
NO85	4097	0390
NO26	1286	4845
NO59	4370	0486
NO38	4660	4539
NO88	1854	2521
NO46	2660	8116
NO51	4230	8934
NO22	8454	7148
NO57	5509	6253
NO40	5175	8410
NO44	1172	9640
NO82	4733	9997
NO95	6815	4647
NO85	3702	2311
NO17	0738	2697
NO39	7536	8702
NO59	7384	5541
NO64	4257	0762
NO78	9263	7844
NO81	6063	7519
NO06	9413	9701
NO16	2744	3835
NO39	0203	8723
NO10	0801	1856
NO17	4424	4086
NO30	1375	5172
NO61	3947	3978
NO26	2800	4572
NO06	4987	4710
NO65	3528	1719
NO32	3473	2871
NO02	8571	9512
NO78	1762	0496
NO90	8258	6851
NO64	5264	0258
NO88	8015	2847
NO81	1650	9497
NO26	5403	9768
NO00	8198	8517
NO25	1865	7224
NO95	4279	4206
NO10	7207	1809
NO85	0363	3712
NO24	9844	8680
NO93	9499	8917
NO73	0196	5305
NO92	6990	7028
NO88	8499	3114
NO99	0075	8470
NO66	1733	0989
NO77	4743	5058
NO57	9091	0102
NO42	6539	0572
NO61	0575	0985
NO28	2223	4215
NO83	8631	4998
NO49	2929	7173
NO85	4955	6342
NO88	4020	3710
NO34	8536	0236
NO70	3814	3051
NO88	8369	2009
NO34	5794	4379
NO31	4688	7752
NO67	8576	9814
NO06	2229	5599
NO23	2084	8135
NO41	5979	7341
NO11	1685	1224
NO24	0952	5547
NO72	4320	5301
NO61	2994	7259
NO72	8018	1963
NO80	0678	0713
NO09	5705	0824
NO67	3692	6992
NO82	6721	9393
NO90	7504	8580
NO32	3175	9431
NO64	4458	5377
NO93	8992	7025
NO70	9773	9852
NO12	2457	5606
NO13	8374	9805
NO32	0358	1378
NO27	7290	6236
NO09	0035	8858
NO19	6561	2089
NO06	0088	4078
NO69	4755	4463
NO11	2571	5585
NO02	4783	2463
NO07	8369	8046
NO42	8501	9882
NO96	1286	5604
NO53	1336	8967
NO73	4808	7269
NO82	4906	6444
NO54	0440	7730
NO19	4548	7072
NO60	3283	1171
NO23	3352	1673
NO90	1921	3618
NO23	6443	6433
NO24	7552	8127
NO41	7422	5166
NO38	3340	0429
NO86	9472	2033
NO53	3100	2617
NO12	1796	2214
NO82	0473	9421
NO86	8513	0253
NO57	2724	0498
NO29	9670	0755
NO52	8546	9502
NO45	9253	9312
NO51	4865	6897
NO71	9317	2400
NO70	4195	9112
NO56	2537	2468
NO52	3337	9517
NO14	1235	8218
NO66	4892	4126
NO45	8751	0784
NO72	0503	8201
NO31	7872	8503
NO13	9385	9950
NO39	0237	0819
NO31	3156	6968
NO10	0094	8342
NO99	9193	4878
NO07	9623	8037
NO81	5575	9062
NO85	2581	9342
NO26	2580	5271
NO37	6753	6453
NO87	3711	4359
NO02	7212	5483
NO06	2078	7865
NO95	3917	5893
NO87	7977	8391
NO83	7902	7834
NO70	1456	2035
NO03	2404	6171
NO40	6180	5942
NO46	4060	9725
NO05	1854	7349
NO04	8923	2073
NO40	6265	4199
NO76	5788	3809
NO36	0620	4908
NO78	3692	9941
NO23	0112	2172
NO17	0438	2612
NO29	7810	0833
NO58	6279	2363
NO38	4517	9193
NO22	0815	4204
NO21	9224	1575
NO29	8300	1190
NO17	0401	5563
NO79	0204	4667
NO23	4275	8231
NO34	4671	9046
NO97	2445	2556
NO84	0829	2998
NO25	0917	6369
NO99	7057	1588
NO65	0521	2302
NO05	1420	9212
NO35	8044	9738
NO25	2366	5002
NO00	2739	1112
NO02	2952	3659
NO06	1321	0645
NO79	0959	1094
NO24	9450	4920
NO54	0858	1366
NO60	1577	5447
NO88	2948	6182
NO99	8249	2174
NO09	8844	9963
NO03	7225	8483
NO98	8534	5606
NO28	6105	7754
NO37	3897	9720
NO63	2283	7350
NO19	2736	8060
NO04	6887	6266
NO44	8285	3669
NO21	6125	8761
NO61	7058	5453
NO91	1612	7403
NO12	1217	7141
NO70	0994	1529
NO90	5225	5633
NO01	2386	9059
NO61	2187	0317
NO50	7793	6348
NO04	8661	4314
NO15	1244	2848
NO52	4393	2046
NO90	6049	1994
NO83	5471	1035
NO79	2150	5768
NO82	4352	7495
NO21	3439	8142
NO45	9309	2140
NO47	2916	3493
NO47	2029	9851
NO47	4239	3424
NO60	4173	6306
NO99	7646	4627
NO57	6447	6458
NO18	1942	8952
NO75	0355	1748
NO33	0848	8192
NO14	7783	1667
NO50	2497	3818
NO99	2521	5504
NO88	0151	4728
NO30	6694	3822
NO20	2583	5696
NO84	4089	7636
NO57	8991	3076
NO37	8985	8368
NO28	5569	9376
NO84	7568	3553
NO25	3602	5702
NO67	7723	7743
NO38	0579	4531
NO65	3514	4755
NO11	9746	9690
NO58	9647	2877
NO83	5627	5111
NO75	7085	6164
NO81	0688	9491
NO55	3073	6233
NO32	1998	6683
NO01	4828	1831
NO40	7964	2792
NO51	9953	3944
NO67	7099	5405
NO92	5729	6201
NO37	4148	3586
NO01	1427	1370
NO21	9728	0937
NO66	2351	4138
NO48	5841	7612
NO04	6093	2241
NO77	3441	4487
NO82	1083	7346
NO47	0772	2511
NO45	4806	8132
NO55	6095	4729
NO41	3534	8951
NO75	8824	5616
NO39	3856	4777
NO29	1501	9289
NO25	7089	6675
NO48	5672	0400
NO12	1273	2200
NO31	1383	1588
NO09	0299	1274
NO59	3769	9671
NO36	6348	2932
NO38	4484	0908
NO12	2963	7986
NO34	7466	2245
NO97	3159	2493
NO37	4243	8631
NO20	2646	9988
NO55	3824	9181
NO37	5105	5176
NO31	2778	9240
NO12	7389	2808
NO77	7702	8999
NO05	6803	4327
NO81	2833	8800
NO95	8422	4582
NO44	0952	8906
NO08	0503	2620
NO19	5798	5819
NO16	9188	0174
NO16	0200	4475
NO40	1337	8193
NO29	5955	4192
NO13	5885	5761
NO46	0225	1869
NO45	4881	4635
NO97	3282	6174
NO15	5286	6354
NO95	1745	9326
NO42	3314	2948
NO44	0329	2168
NO85	8006	6749
NO66	7996	8244
NO09	6138	4336
NO27	3225	4710
NO82	8894	4192
NO81	7938	6713
NO04	2095	2238
NO55	8041	1472
NO30	7785	6719
NO08	6362	4065
NO30	2970	3704
NO41	3144	9151
NO24	4252	3754
NO46	1872	4878
NO81	1803	1853
NO85	9127	9529
NO93	3924	4450
NO85	7137	8148
NO85	0481	8323
NO17	1198	3601
NO88	2287	3201
NO01	0863	2424
NO18	7915	9970
NO11	1486	6705
NO47	9569	2207
NO96	9288	3527
NO39	3288	5411
NO72	8588	3213
NO60	1038	3434
NO58	3896	0861
NO50	8256	6912
NO27	1510	6094
NO92	5830	2214
NO56	4550	2796
NO25	0262	3692
NO50	4662	1023
NO09	4921	7994
NO39	6068	9213
NO87	6307	2234
NO71	0940	9328
NO30	1807	7396
NO43	0424	5167
NO13	4151	2851
NO24	6993	7372
NO08	2299	9963
NO29	2031	3715
NO60	1463	8233
NO69	6382	9473
NO45	4804	4939
NO27	0008	8553
NO11	6550	4848
NO08	9379	7141
NO60	9545	3014
NO43	9958	4161
NO70	3689	9908
NO20	6524	2231
NO89	4520	0253
NO83	6919	8601
NO61	6355	1740
NO01	6999	0705
NO70	0514	0663
NO12	5242	4071
NO60	5361	1318
NO64	3049	9776
NO99	6902	5378
NO61	5189	4603
NO36	9739	6164
NO86	4263	5381
NO53	1008	5869
NO52	8684	6028
NO23	9425	5772
NO08	2664	8579
NO85	5013	0622
NO80	8468	2868
NO22	9254	5798
NO43	6176	5693
NO12	5461	8151
NO50	1407	5585
NO51	1379	8997
NO22	0960	6884
NO70	5876	3724
NO78	9722	0498
NO66	7330	6431
NO50	8290	8835
NO51	4333	3513
NO01	9913	8132
NO49	2590	4753
NO12	1706	5135
NO95	4013	7351
NO14	9244	7167
NO28	6076	7331
NO46	1662	1062
NO27	0416	6918
NO50	7922	7449
NO59	7536	6291
NO63	4302	3482
NO14	2004	6508
NO50	7956	5950
NO11	9478	2566
NO57	2743	4290
NO90	7728	4292
NO99	3956	1841
NO56	8499	7424
NO75	5450	6310
NO14	1527	1834
NO84	2876	3419
NO45	3185	3660
NO76	5522	9518
NO84	8614	1131
NO60	6555	2694
NO14	3467	2638
NO63	4363	0206
NO17	0046	4691
NO47	1841	2989
NO67	8915	8909
NO92	0823	6215
NO57	1544	2982
NO40	7475	0875
NO47	9413	6662
NO56	1106	8821
NO26	3771	5049
NO13	3585	2134
NO55	3648	2756
NO49	0190	1080
NO93	7156	9137
NO24	7021	3935
NO09	1049	6515
NO25	7298	7082
NO32	9802	7298
NO73	9438	7760
NO57	8147	5179
NO42	0483	4996
NO96	4868	2443
NO53	6651	4410
NO26	7319	2290
NO99	8765	2037
NO93	7089	9764
NO50	0906	0992
NO91	0708	4898
NO81	9315	4521
NO12	5739	8818
NO60	2319	4956
NO37	1340	1296
NO89	6874	8522
NO05	8576	1354
NO80	1690	8358
NO29	4371	5686
NO54	8941	8557
NO58	4612	5274
NO00	2433	6420
NO63	0444	2960
NO07	2227	7892
NO37	8528	5214
NO21	7012	2393
NO86	9690	7434
NO79	0387	9411
NO90	5705	4183
NO93	8471	4309
NO60	6776	2851
NO70	5183	4202
NO77	5318	8990
NO08	4065	3214
NO42	6574	8482
NO04	0439	7814
NO75	3177	2014
NO50	7371	0385
NO40	6056	2510
NO04	0109	7676
NO20	7039	1368
NO78	4268	1888
NO87	2236	0579
NO03	3455	5019
NO28	9407	9880
NO34	0936	8449
NO03	3857	6024
NO23	0826	3157
NO30	6884	7006
NO55	5089	5688
NO29	0047	6869
NO40	9858	1378
NO46	4896	9072
NO01	6590	6601
NO23	7487	6713
NO22	6678	1673
NO57	1382	5443
NO88	4928	2885
NO70	2983	9138
NO81	7913	4836
NO73	5339	8529
NO30	3834	9703
NO97	3305	6669
NO73	3155	5942
NO90	7618	3485
NO10	1704	2819
NO58	3666	5765
NO96	5839	7460
NO95	1322	3114
NO49	9648	4803
NO68	6115	9216
NO43	1831	0790
NO68	7005	0562
NO08	4861	4998
NO81	0053	9212
NO27	4177	3041
NO41	7326	3146
NO61	1570	1119
NO38	2198	3856
NO46	5558	4266
NO46	6791	7611
NO47	0947	6671
NO37	3074	9750
NO57	7840	7249
NO69	0630	6804
NO58	9671	3319
NO41	6312	8191
NO24	0569	2415
NO78	9546	2900
NO88	9649	2453
NO18	1299	3095
NO01	5131	6214
NO53	0455	8573
NO95	9077	7889
NO96	8745	5087
NO74	4634	3819
NO83	3851	8170
NO27	2431	5467
NO06	2747	3488
NO38	2470	3307
NO52	3283	8090
NO51	8199	9708
NO28	3074	2564
NO47	9685	0672
NO32	3783	2589
NO84	6073	5247
NO33	6539	6488
NO95	3271	4646
NO69	6565	2355
NO98	8328	1363
NO72	1207	9334
NO53	1994	0342
NO23	0661	7773
NO04	5514	6407
NO59	2713	1511
NO27	9012	0038
NO75	5538	6099
NO03	5607	7258
NO82	4996	6316
NO61	1943	8515
NO75	4777	0173
NO48	1602	1317
NO86	8041	8869
NO76	1894	5941
NO52	9224	8086
NO51	8322	1390
NO80	7219	9731
NO89	4383	2261
NO15	8045	2915
NO59	5826	5539
NO49	4471	6000
NO47	9530	7685
NO22	0017	6858
NO23	7723	0216
NO56	1315	7334
NO25	4582	5813
NO93	9864	9494
NO02	7675	0582
NO52	9177	4596
NO32	7275	4118
NO57	9295	8911
NO25	6135	7641
NO46	6144	6068
NO40	9858	2581
NO45	2922	5935
NO15	9444	5822
NO90	4912	1505
NO57	6249	8173
NO76	2560	7240
NO94	6443	4894
NO73	2080	6414
NO50	6972	7009
NO33	8429	7673
NO24	5105	9170
NO38	1926	0234
NO90	3862	1437
NO25	0027	3448
NO07	1725	0316
NO22	6770	4646
NO47	5933	2224
NO78	9892	0786
NO74	4861	0454
NO44	4608	1632
NO49	8709	9472
NO61	7903	3926
NO22	3945	5123
NO22	0256	1074
NO16	5123	7042
NO74	8974	4057
NO15	1553	0184
NO13	8508	0091
NO10	9402	6349
NO61	9993	6091
NO77	8730	6237
NO91	8429	1816
NO60	1675	5122
NO17	1602	0638
NO06	2043	1725
NO79	0706	2946
NO38	8013	8626
NO69	8989	2351
NO53	8638	4543
NO64	4615	8896
NO82	6980	0133
NO11	6611	8054
NO12	3241	0055
NO55	9638	1055
NO39	0999	9194
NO12	9370	5088
NO54	9155	4309
NO30	9124	9621
NO28	6083	2471
NO93	1820	0804
NO93	9596	7921
NO09	9490	1053
NO65	1715	3015
NO45	9706	1387
NO12	2237	8601
NO40	5111	6868
NO64	0762	0979
NO81	8083	4705
NO77	3734	2448
NO00	2863	1338
NO80	0975	6279
NO74	0382	4897
NO83	8990	1947
NO25	0187	9132
NO12	1295	8266
NO10	6425	7078
NO55	9148	4850
NO73	5820	6054
NO72	8218	7089
NO64	0373	2340
NO60	2397	5417
NO61	6037	6941
NO54	9500	1162
NO09	1719	1758
NO44	8006	4225
NO52	4356	9714
NO26	8069	7800
NO96	6644	7769
NO78	7984	6391
NO80	3812	8874
NO27	5450	1975
NO80	4416	9141
NO63	4651	2815
NO50	0795	0515
NO46	4402	3286
NO38	7725	1716
NO05	3202	2790
NO79	1955	4184
NO82	3734	0228
NO14	5844	8892
NO58	6566	5258
NO62	5103	0861
NO04	8296	5456
NO10	6779	0559
NO78	4207	8799
NO50	3317	3998
NO96	4749	2841
NO29	0570	1075
NO68	9140	2824
NO92	2474	7896
NO57	0861	8999
NO38	7586	2740
NO77	0563	6663
NO53	7574	1475
NO65	9343	1612
NO73	8660	7294
NO24	7924	9611
NO97	2669	7647
NO21	7195	4467
NO99	3187	1423
NO05	8575	9692
NO32	0255	4355
NO16	6928	4572
NO78	9070	9521
NO99	5670	4573
NO22	9733	0189
NO38	5549	5433
NO64	2164	7613
NO80	4901	1477
NO87	0832	3402
NO89	4435	8352
NO34	6558	8516
NO17	4237	3203
NO74	0728	4559
NO37	8079	9429
NO66	8955	7840
NO04	2615	0869
NO03	7494	7320
NO57	7246	5915
NO57	7923	6864
NO35	2573	6524
NO96	2391	8165
NO58	5810	5807
NO87	1859	3914
NO62	1613	9159
NO40	9478	7021
NO35	8298	4073
NO52	3944	5345
NO01	2687	5681
NO55	3709	0066
NO67	4182	9592
NO96	5363	9070
NO35	7405	0545
NO41	7983	7099
NO88	7616	4737
NO52	8961	4771
NO19	1193	4213
NO62	1532	3751
NO28	9551	9612
NO76	8172	2467
NO78	0145	4676
NO60	3307	9367
NO94	7469	7939
NO33	3387	1798
NO86	3975	0726
NO44	7046	5836
NO66	7505	4017
NO35	9386	6049
NO03	2309	1368
NO56	1628	5352
NO91	6288	7659
NO27	7759	8779
NO91	8197	0553
NO54	8240	0825
NO99	6516	1157
NO84	9313	5442
NO84	7494	0243
NO34	1202	9318
NO93	0119	5451
NO48	0142	4901
NO74	9730	8672
NO56	0319	9861
NO83	7842	6578
NO31	7360	3651
NO61	8005	0818
NO72	3058	2253
NO02	6758	6435
NO85	4692	7704
NO07	5408	2822
NO01	2158	6574
NO79	9301	8460
NO28	3377	5969
NO30	5971	5229
NO98	1694	2137
NO92	0065	2635
NO70	9688	2734
NO38	7072	0463
NO17	3716	8354
NO09	3658	7823
NO55	5909	7581
NO03	4099	0886
NO76	8835	2856
NO92	2686	6725
NO75	9513	8510
NO01	6103	0619
NO72	5457	8862
NO24	9841	8661
NO67	0634	7577
NO58	6635	0265
NO98	6932	1116
NO34	3460	7743
NO05	3345	9572
NO86	6203	8387
NO06	7040	9223
NO62	0379	8877
NO84	3655	1689
NO15	4948	3899
NO21	8850	1351
NO90	6223	6861
NO58	1796	9372
NO41	9143	0601
NO95	2485	2590
NO13	5546	8899
NO37	8813	1427
NO50	7238	0781
NO84	9911	0541
NO07	1290	8482
NO57	6065	5239
NO07	2628	5627
NO07	8942	8282
NO04	4870	6461
NO04	0295	8736
NO21	4877	8489
NO85	5813	5446
NO14	2276	5015
NO52	7566	3558
NO71	4558	5983
NO33	8037	1395
NO77	5091	4171
NO77	7674	8762
NO41	2616	0179
NO93	5482	6074
NO91	2668	7328
NO59	0591	0523
NO67	4501	3543
NO69	5531	7138
NO49	2540	4997
NO55	9188	8700
NO53	0117	4520
NO20	4909	5411
NO89	4278	7725
NO82	9230	8539
NO86	7962	8205
NO88	0125	4226
NO96	3868	1183
NO64	0222	8102
NO19	6054	0609
NO63	1537	5632
NO16	6341	1125
NO67	6482	5695
NO71	9487	2166
NO48	1506	6130
NO24	5104	2071
NO40	3757	0422
NO85	5872	3743
NO25	8447	3469
NO09	8254	4603
NO99	1642	1262
NO06	4104	7985
NO66	6345	4690
NO70	7879	0595
NO99	8699	8465
NO56	4360	0958
NO47	4591	9084
NO47	7468	0027
NO64	3794	7701
NO89	8733	4215
NO43	1278	6370
NO66	0770	6134
NO80	7441	3321
NO22	2149	3045
NO97	1134	3535
NO74	7447	6828
NO06	7980	1233
NO79	6741	6875
NO92	2484	1959
NO54	7189	0379
NO51	0032	9828
NO40	9793	5923
NO47	5848	0460
NO54	8796	0559
NO68	5382	1120
NO57	9005	7674
NO16	0330	7126
NO65	8485	8071
NO28	0258	2204
NO23	2344	6178
NO69	1806	9784
NO96	9609	3117
NO51	0874	0372
NO15	8848	1755
NO01	8073	3783
NO55	8601	0730
NO83	5180	5946
NO09	8471	3238
NO04	1471	1054
NO78	7807	7388
NO35	9191	7680
NO74	8397	3775
NO50	3394	9972
NO82	1833	0012
NO27	7181	9402
NO59	9919	1838
NO95	7202	8678
NO66	2831	3673
NO66	9723	2457
NO67	7700	8161
NO08	7332	2344
NO77	9426	9683
NO67	2542	8667
NO23	3297	6800
NO99	2824	9886
NO42	6317	9853
NO11	3995	5751
NO80	9658	9141
NO53	2595	0225
NO23	3089	1226
NO65	9458	5165
NO30	0880	9327
NO01	9069	9093
NO07	2064	1275
NO12	2536	1842
NO61	7729	1180
NO61	9456	9775
NO83	8564	8170
NO10	7206	6226
NO90	3778	0535
NO91	7766	9979
NO65	1233	0494
NO18	5050	6278
NO03	4754	1452
NO26	0998	2803
NO25	0381	6404
NO32	5201	4254
NO79	0960	3390
NO83	0131	8916
NO88	8504	7118
NO80	6535	7040
NO74	2212	4202
NO48	7449	3906
NO94	9391	9827
NO41	2372	3895
NO45	2258	1892
NO17	8013	5763
NO11	9587	1419
NO89	9532	6895
NO55	7074	7571
NO41	3032	5680
NO98	4064	1517
NO30	0170	8117
NO59	2596	3026
NO24	3096	1023
NO51	0528	7103
NO76	5393	8933
NO88	8521	5405
NO54	1403	5958
NO84	9797	6241
NO29	3159	1988
NO83	1925	7165
NO58	1568	1201
NO27	6254	7838
NO09	5831	6724
NO73	9944	5321
NO29	2676	0700
NO75	1290	6153
NO95	4219	7422
NO95	4051	4995
NO53	7102	5893
NO00	3568	2472
NO27	2412	2642
NO92	6063	1235
NO50	0896	6912
NO73	8408	1127
NO47	5295	5202
NO37	2545	4507
NO87	2723	1205
NO50	1179	3604
NO17	5204	9190
NO67	8481	4015
NO19	7174	1358
NO66	7901	7563
NO66	8981	3697
NO17	5953	4055
NO07	9627	2194
NO67	8643	4085
NO44	4064	3961
NO08	4499	6716
NO81	8581	3271
NO04	2376	4058
NO98	6251	5388
NO90	1803	7156
NO87	9386	9355
NO65	4707	3416
NO85	5562	1782
NO31	5147	7811
NO37	9945	4651
NO60	1163	7287
NO24	3943	8456
NO63	1205	4359
NO45	9936	1460
NO47	9795	6178
NO65	0438	0139
NO13	3906	8263
NO24	8053	3711
NO42	4664	2700
NO43	5034	7466
NO04	7305	1601
NO74	3127	7538
NO93	6720	3077
NO71	8673	4486
NO89	7299	0725
NO24	7673	6552
NO43	1317	3504
NO03	0208	6732
NO57	6163	4922
NO50	4882	6506
NO80	2551	3291
NO98	9763	9625
NO33	2907	7124
NO01	6124	4462
NO41	1097	7905
NO91	7068	3094
NO64	0977	9624
NO71	5167	9381
NO94	9163	6055
NO06	6719	8712
NO17	5015	7989
NO69	5441	9915
NO39	2029	2874
NO51	3631	7911
NO79	1937	2584
NO46	1300	9743
NO53	9403	6282
NO42	4464	2390
NO73	4458	4355
NO93	0772	0378
NO21	3037	0541
NO95	2449	0794
NO70	0711	1841
NO18	5636	4916
NO75	0446	7530
NO41	1437	2844
NO10	3908	1954
NO06	9980	9129
NO81	4116	9544
NO16	5606	7090
NO23	4341	9223
NO69	6681	8995
NO21	2568	8475
NO82	4885	2531
NO84	4332	8338
NO74	4010	9592
NO85	6836	0690
NO14	2057	2991
NO76	2834	3252
NO33	1978	7595
NO19	4754	5448
NO79	5490	6309
NO63	3976	2588
NO97	8871	2857
NO34	7852	2318
NO25	7026	6391
NO86	8948	4560
NO37	4342	1857
NO44	8902	4953
NO91	4680	1456
NO01	5825	8402
NO49	9112	9614
NO13	7057	7366
NO73	0689	7423
NO42	3126	4825
NO22	7542	2793
NO37	0481	1342
NO73	0053	3748
NO92	7377	7041
NO71	7452	5710
NO23	7606	0431
NO52	8115	5743
NO14	3252	9738
NO40	6317	4136
NO22	4736	9761
NO24	5729	8577
NO03	8340	2081
NO96	2459	8225
NO37	8068	0234
NO37	8123	1538
NO72	1547	2774
NO91	7097	1689
NO06	6980	3063
NO12	1854	5722
NO13	3403	4883
NO78	9464	7312
NO32	1220	6159
NO44	0521	6020
NO92	5018	9308
NO78	4994	5238
NO42	6351	5038
NO72	4856	5957
NO75	0644	3856
NO52	9246	6023
NO52	0128	8611
NO12	6374	0371
NO13	4931	0179
NO24	2985	9595
NO01	9317	7102
NO39	6661	1130
NO97	1732	2335
NO66	0405	9651
NO11	1463	1121
NO57	6308	7072
NO87	9963	3918
NO34	6649	4327
NO92	9229	0299
NO10	1781	5008
NO12	1902	0270
NO68	9724	7684
NO93	9094	5763
NO27	7648	4428
NO17	4647	4552
NO07	9751	9035
NO10	7582	5983
NO14	1329	6051
NO92	0522	2310
NO83	1583	3133
NO08	5808	3498
NO05	1010	8875
NO95	1310	1512
NO85	4996	7386
NO43	3747	0547
NO44	5374	8641
NO29	1344	4986
